"Age","Temp_C"
0.077,3.29136216
0.0773,3.54529944
0.0776,3.632544
0.07782,3.67287456
0.07782,3.69305496
0.07782,3.725027875
0.0779,3.699784
0.0781,3.6493435
0.0781,3.2813715
0.0781,3.6493435
0.0781,3.67735822110124
0.0782,3.8177235
0.0785,3.75365664
0.07881,4.13277216
0.07884,4.15998624
0.0791,4.207654
0.07923,4.15318104
0.07935,4.24855576
0.07935,4.22809984
0.07935,4.32364704
0.07953,4.59097176
0.07983,4.72872216
0.0801,4.93618776
0.0801,4.998624
0.08013,4.97086336
0.08043,4.88768896
0.08073,4.95005464
0.08083,4.81850016
0.08083,4.69424256
0.08083,4.68735
0.08104,4.618486
0.0811,4.446816
0.0811,4.2246915
0.0811,3.3813915
0.0811,3.92472622335004
0.0813,4.131071875
0.08135,3.99697056
0.08182,4.01053056
0.0823,4.25537664
0.08243,4.06481536
0.08256,3.92923776
0.08257,4.03087896
0.08257,3.77387736
0.08277,3.699784
0.08311,3.57659622110405
0.08311,3.33135
0.08311,3.6829635
0.08311,4.5325635
0.08311,4.25310288775204
0.08311,4.207654
0.08324,4.16679256
0.08371,4.08519064
0.08411,3.936006
0.08418,3.995275875
0.08465,3.969864
0.08511,3.66615
0.08511,3.364704
0.08511,3.098656
0.08511,3.098656
0.08511,3.098656
0.08511,3.464934
0.08511,4.25310288775204
0.08513,3.859927875
0.08559,3.32468256
0.08559,3.398086
0.08559,3.47831704
0.0856,3.165
0.08577,3.47162496
0.08577,3.94954584
0.08577,3.74691864
0.08607,3.58554264
0.08611,3.42481176
0.08625,3.35803096
0.08638,3.306352875
0.08682,3.58777955667405
0.08711,3.800854
0.08711,3.45378489000364
0.08711,3.398086
0.08711,3.5151435
0.08748,3.37137816
0.08795,3.198214
0.08811,3.423140875
0.08811,3.4147875
0.08811,3.0820875
0.08842,3.590575875
0.08851,3.78736344
0.08858,3.77387736
0.08858,3.398086
0.08889,3.25806976
0.08898,2.66359456
0.08898,2.43485976
0.08898,2.57847576
0.08936,2.87392416
0.08984,3.32468256
0.08989,3.70651416
0.09012,3.77387736
0.09033,3.725027875
0.09083,4.131071875
0.09112,3.843040875
0.09112,3.691372875
0.09112,3.708196875
0.09131,3.59225376
0.09132,3.231456
0.09139,3.298024
0.09139,3.35358289000085
0.09212,3.131814
0.09212,3.5151435
0.09212,3.8514835
0.09212,3.33135
0.09232,3.506770875
0.09255,3.47831704
0.09281,3.15836056
0.09283,2.86074496
0.09298,2.92668576
0.09298,2.89370136
0.09317,2.92668576
0.09331,3.40476576
0.09332,3.47162496
0.0937,3.47162496
0.09377,3.531894
0.09377,3.531894
0.09381,3.239770875
0.09412,3.44263888777445
0.09412,3.8514835
0.09412,4.0885875
0.09412,4.06028889002045
0.09412,3.94728888776045
0.0943,4.0546315
0.09441,4.36466304
0.0948,4.446816
0.09512,4.28267136
0.09512,4.28267136
0.09536,4.01731224
0.09536,3.71324544
0.09572,3.42481176
0.09612,3.09202776
0.09614,2.702944
0.09629,3.11854744
0.09629,3.231456
0.09629,3.23810776
0.09678,3.66615
0.09689,4.49252622107885
0.09712,4.139574
0.09712,4.105576
0.09712,4.584096
0.09728,4.57263889003445
0.09741,4.404007875
0.09779,4.41941376
0.09813,4.37150296
0.09813,4.33048024
0.09813,4.275846
0.09828,4.275846
0.09832,4.063117875
0.09832,3.8852715
0.09854,3.8852715
0.09854,4.01053056
0.09878,4.275846
0.09913,4.47423616
0.09913,4.52226456
0.09926,4.584096
0.0994,4.6012875
0.09973,4.071606
0.10013,3.89090555668245
0.10013,3.902176
0.10013,3.5151435
0.10013,3.64374288776885
0.10013,3.99245155668525
0.10013,4.00375
0.1002,4.03087896
0.10067,3.94954584
0.10068,3.89541336
0.10113,3.94277536
0.10131,3.84810624
0.1016,3.79410816
0.10207,3.82109824
0.10213,3.868374
0.10245,3.624146875
0.10253,3.64374288776885
0.10254,3.565416
0.10255,3.87963822109565
0.10281,4.207654
0.10347,4.446816
0.10393,4.64601816
0.10394,4.77013464
0.10413,4.41941376
0.10441,3.94954584
0.10449,3.84135256
0.10477,3.55870936
0.10483,3.28470144
0.1052,3.464934
0.1055,3.47162496
0.10554,3.51179424
0.10614,3.47831704
0.10614,3.61239384
0.10642,3.61910944
0.10657,3.82784856
0.10669,3.47162496
0.10696,3.065526
0.10699,2.966304
0.10699,2.89370136
0.1071,2.637384
0.10714,2.75766288998404
0.10714,3.231456
0.10714,3.868374
0.10714,4.0546315
0.10714,4.02635622335285
0.10722,3.775562875
0.10748,3.81434904
0.10767,3.55870936
0.10774,3.59225376
0.10818,3.55870936
0.10826,3.78061984
0.10879,3.733446
0.10884,3.733446
0.10905,3.79410816
0.10907,3.800854
0.10914,3.47162496
0.10932,3.431496
0.10948,3.54529944
0.10959,3.364704
0.10987,3.20929155444764
0.11014,3.565416
0.11014,4.0546315
0.11014,4.0546315
0.11014,4.0546315
0.11015,4.04897488775764
0.11034,3.792421875
0.11034,3.423140875
0.11038,3.473297875
0.11046,3.35803096
0.11071,3.05228184
0.11081,2.94648984
0.11093,3.01919104
0.11093,3.30468696
0.111,3.49170456
0.11114,3.80760096
0.1112,4.01731224
0.1116,3.91570464
0.1119,3.44486784
0.11196,3.3480235
0.11196,3.792421875
0.11203,3.868374
0.11214,4.105576
0.1122,4.34415
0.11227,4.18040856
0.11227,3.767136
0.11246,3.77387736
0.11252,3.70651416
0.11283,3.63926296
0.11299,3.74691864
0.11299,3.733446
0.11301,3.68856955667684
0.11314,3.7839915
0.11314,4.0207035
0.11314,3.7502875
0.11315,3.67735822110124
0.1133,3.6829635
0.11331,3.6829635
0.11349,3.590575875
0.11361,3.607357875
0.11362,3.775562875
0.11362,3.826160875
0.11382,3.84135256
0.11397,3.82109824
0.11398,4.20084096
0.1141,4.57722136
0.11415,4.66667904
0.11415,5.10984576
0.11415,4.97086336
0.11425,4.91539584
0.11448,4.39202944
0.1145,4.404007875
0.11464,3.758710875
0.11465,3.7839915
0.11465,3.264726
0.11522,3.624146875
0.11522,3.69305496
0.11522,3.78736344
0.11541,4.03087896
0.11541,4.23491736
0.11567,4.50853656
0.11568,4.56347544
0.11573,4.618486
0.11576,5.06115096
0.11577,5.50840344
0.11599,5.2946875
0.11599,5.65145955673005
0.11615,6.373686
0.11615,6.2128515
0.11615,6.6790315
0.11615,6.36175289008204
0.11615,6.36175289008204
0.1169,6.159366
0.11696,5.919460875
0.11696,5.373395875
0.11702,5.1899635
0.11702,5.15162784
0.11721,5.04029856
0.11721,5.068104
0.11721,5.09592736
0.11732,4.39887384
0.11732,3.69305496
0.11768,3.25806976
0.11768,3.32468256
0.11793,3.39140736
0.11812,4.18721824
0.11812,5.347144
0.11812,6.02415136
0.11815,6.123744
0.11878,6.18788376
0.11878,6.25211424
0.11896,6.2664
0.11896,6.311071875
0.11907,6.38562222102845
0.11915,6.625
0.11915,7.754454
0.11915,7.0408515
0.11915,7.03479822101164
0.11926,6.760196875
0.11926,6.82703904
0.11926,6.373686
0.11937,6.35936664
0.11938,6.35936664
0.11939,6.337896
0.11946,6.08815
0.11949,6.08103456
0.11949,6.30928416
0.11949,6.14511384
0.11955,6.21641944
0.1196,6.311071875
0.1196,6.46926289008484
0.11962,6.32597222341444
0.11966,6.45730488769324
0.11972,6.60100622102285
0.11972,6.5350875
0.11979,6.46687104
0.11989,6.38800984
0.11995,6.25925656
0.11995,6.21641944
0.12015,6.230694
0.1204,6.27354456
0.1204,6.24497304
0.12041,6.28069024
0.12042,6.36652576
0.12065,6.302134
0.12085,6.23783296
0.12086,6.24497304
0.12086,6.35220864
0.12086,6.31643544
0.12132,6.43100824
0.12132,6.769224
0.12132,6.56743584
0.12145,6.58182016
0.12161,6.59620896
0.12177,6.61060224
0.12178,6.50276184
0.12178,6.8595915
0.12211,5.268482875
0.12216,4.790856
0.12216,5.11448622106204
0.12216,4.0885875
0.12216,5.44055555672444
0.12219,7.497064
0.12235,7.241046
0.12266,6.922952875
0.12266,7.19000704
0.12266,7.241046
0.12274,7.26293664
0.12331,7.28483736
0.12336,7.30674816
0.1235,6.97189024
0.1235,6.661014
0.12378,6.661014
0.1238,6.661014
0.12401,6.625
0.12401,6.77644696
0.12416,6.75478144
0.12419,7.00817304
0.12433,7.1135515
0.12451,6.9320115
0.12465,6.80535
0.12465,6.80535
0.12468,6.661014
0.12468,6.66822016
0.12482,7.01543296
0.12488,7.059016
0.12514,7.131744
0.12516,6.93805155676364
0.12516,6.93805155676364
0.12535,6.97430822343124
0.12535,6.814385875
0.12548,6.877686
0.12566,7.11718944
0.12583,6.195016
0.12616,6.07392024
0.12616,5.29119264
0.12616,5.29818264
0.12616,5.14466136
0.12618,5.97443736
0.12654,5.86101144
0.12689,6.65380896
0.12697,6.526105875
0.12697,5.6103715
0.12705,5.6455875
0.12705,5.5751835
0.12724,5.338396875
0.1276,4.90154016
0.12795,4.69424256
0.12799,4.49481304
0.12816,3.64598304
0.12831,2.92668576
0.12838,2.92668576
0.12838,3.065526
0.12859,3.12518016
0.1286,3.456571875
0.12866,4.2929115
0.12883,4.216171875
0.12902,4.5325635
0.12917,4.12823822335565
0.12938,3.826160875
0.1294,3.691372875
0.1294,3.944467875
0.12973,3.223142875
0.13009,2.89370136
0.1301,2.62428544
0.13011,2.40229536
0.13011,2.33725056
0.13017,2.40229536
0.13044,2.46745216
0.13047,2.801494
0.13048,2.23341184
0.1308,1.635526
0.13089,1.36235904
0.13089,1.891494
0.13089,1.85298456
0.13101,2.12339736
0.13115,2.19454624
0.13117,2.26583064
0.13119,1.40668696
0.13119,1.318086
0.13137,1.07242656
0.1315,1.02224544
0.13153,1.10382616
0.13153,1.66104216
0.13171,1.11010944
0.13185,0.947108160000001
0.13188,0.784864000000001
0.13188,0.652822875000002
0.13188,-0.113652124999997
0.13217,-0.0909124999999986
0.13227,0.459563500000002
0.13227,0.451855875
0.13253,0.327236160000003
0.13262,0.302674240000001
0.13262,0.71023744
0.13262,0.247475440000004
0.13287,0.235221360000001
0.13296,0.660576
0.13296,1.26124416
0.13317,1.2234
0.13317,1.286496
0.13321,1.349704
0.13335,0.965877359999999
0.13335,0.697815360000001
0.13335,0.43182424
0.13355,0.512021759999998
0.1337,0.592408560000004
0.1337,0.903352560000001
0.1337,0.766192240000001
0.13389,0.766192240000001
0.13398,0.766192240000001
0.13404,1.14783264
0.13404,0.847176000000003
0.13417,1.00971136
0.13417,0.890861039999998
0.13423,0.772415040000002
0.13439,0.278130240000003
0.13439,0.493497840000001
0.13439,0.0641346400000011
0.13457,-0.027157759999997
0.13468,0.241347839999999
0.13468,0.186249840000002
0.13491,-0.13031784
0.13502,0.481154159999999
0.13503,0.847176000000003
0.13517,0.462647039999999
0.13525,0.407186160000002
0.13539,0.351816000000001
0.13539,-0.057532559999999
0.1354,-0.178751759999999
0.13551,0.0580406400000002
0.13559,0.137349999999999
0.13574,0.216848640000002
0.13579,0.284264560000001
0.13586,0.351816000000001
0.13593,0.305743500000001
0.136,0.4287435
0.13617,0.660576
0.1362,0.474984000000001
0.13623,0.433878223249245
0.13631,0.575387875000001
0.13634,0.6760875
0.13669,0.86589144
0.13703,0.753750000000001
0.13737,0.518198640000003
0.13777,0.697815360000001
0.13777,0.897106240000002
0.13781,0.505846
0.13805,0.997181760000001
0.13806,1.37501856
0.13818,1.2391635
0.13839,1.058305875
0.13846,1.373435875
0.13846,1.11848888993644
0.13873,1.128966
0.13888,1.5559035
0.13908,1.963807875
0.13908,2.3925315
0.13908,2.35025056
0.13908,2.52618904
0.13908,1.8594
0.13908,1.27386784
0.13916,0.948671875000002
0.13916,0.707131500000003
0.13918,0.0230218750000031
0.13942,0.229096
0.13962,0.4287435
0.13997,0.561468160000001
0.13997,0.580029040000002
0.14011,0.741312240000002
0.14045,0.816006000000001
0.14052,0.987787500000003
0.14067,1.011277875
0.14067,0.784864000000001
0.14079,0.769303500000001
0.14084,0.834704640000001
0.14084,0.972136000000003
0.14113,1.68019104
0.14118,1.87223424
0.14118,1.87223424
0.14148,1.667424
0.14149,1.318086
0.14159,0.357963760000002
0.14159,0.0763260000000034
0.1417,0.339523839999999
0.1417,0.580029040000002
0.14171,0.909600000000002
0.14182,1.14154264
0.14216,1.18559616
0.14217,1.0504635
0.14234,0.691606000000003
0.14238,0.598600000000002
0.14247,0.699367875000001
0.14251,0.722664000000002
0.14285,0.617181040000002
0.14292,0.800431500000001
0.14292,0.808217875000002
0.14306,0.598600000000002
0.14306,0.899188223263248
0.14318,1.286496
0.14319,1.011277875
0.14354,1.073995875
0.14383,0.990918640000001
0.14388,0.903352560000001
0.14408,0.71645016
0.14408,0.928349040000001
0.14418,0.791090159999999
0.14457,0.791090159999999
0.14491,1.18559616
0.14512,1.571814
0.14519,1.64828184
0.14519,1.54636056
0.14523,1.508214
0.14524,1.24862496
0.14524,1.05360024
0.14525,1.09126296
0.14559,1.30544664
0.14562,1.571814
0.14593,1.627555875
0.14608,1.72064955662085
0.14619,1.54
0.14619,1.70999822115724
0.14627,1.795296
0.14646,1.635526
0.14646,1.56544896
0.14661,1.61002776
0.14695,1.500271875
0.14729,1.563857875
0.14738,1.723312875
0.14738,1.851380875
0.1475,1.819321875
0.1475,1.74409344
0.14763,1.86581656
0.14797,1.75048984
0.14819,1.62914976
0.14831,1.667424
0.14865,1.69296256
0.14866,1.51456896
0.14866,1.476456
0.14899,1.53364056
0.14919,1.5241035
0.14933,1.5241035
0.1495,1.247047875
0.1495,1.215520875
0.14953,1.215520875
0.14953,1.33072984
0.14967,1.64190336
0.14978,2.09755864
0.14978,2.56539736
0.14978,2.57847576
0.14978,2.776832875
0.15001,2.3275035
0.15019,1.8754435
0.15028,1.54
0.15028,1.4605875
0.15035,1.413024
0.1504,1.43204184
0.1504,1.444726
0.15068,1.168282875
0.15079,1.0504635
0.15097,1.2234
0.15097,1.508214
0.151,2.09110176
0.15119,2.28529536
0.15119,2.678345875
0.15133,2.6210115
0.15159,2.408806
0.15159,1.6514715
0.15165,1.54
