Species,Tm.mean
Senegalia_kraussiana,227.153846153846
Senegalia_hereroensis,181.4375
Senegalia_hayesii,240.722222222222
Senegalia_goetzei,234.142857142857
Senegalia_gaumeri,257.259259259259
Senegalia_galpinii,204.769230769231
Senegalia_catechu,241.416666666667
Senegalia_caffra,221.155844155844
Senegalia_burkei,212.352941176471
Senegalia_berlandieri,209.176923076923
Senegalia_ataxacantha,268.7375
Senegalia_anisophylla,196.709677419355
Senegalia_adenocalyx,250.694444444444
Senefelderopsis_croizatii,216.0625
Semialarium_mexicanum,252.38679245283
Semecarpus_schlechteri,249.294117647059
Semecarpus_gigantifolia,230.583333333333
Semecarpus_australiensis,255.585365853659
Selysia_prunifera,249.410256410256
Selenia_jonesii,180
Selenia_grandis,219.777777777778
Selenia_dissecta,154
Selenia_aurea,143.029411764706
Seidelia_triandra,185.454545454545
Seetzenia_lanata,242.875
Securinega_durissima,199.628571428571
Securinega_capuronii,236.333333333333
Securigera_varia,95.972972972973
Securigera_securidaca,158.14953271028
Securigera_parviflora,183.2
Securigera_orientalis,55.3125
Securigera_elegans,81.5
Securidaca_sylvestris,233.4
Securidaca_retusa,259.882352941176
Securidaca_longepedunculata,255.1171875
Securidaca_diversifolia,237.370078740157
Securidaca_bialata,265
Sechium_mexicanum,181.409090909091
Sechium_hintonii,196.066666666667
Sechium_edule,186.675675675676
Sechium_compositum,211.9
Sechium_chinantlense,226.692307692308
Sechiopsis_triqueter,206.352941176471
Sechiopsis_tetraptera,272.25
Sechiopsis_diptera,189
Sebastiania_pavoniana,223.990196078431
Sebastiania_klotzschiana,188.854166666667
Sebastiania_cornuta,206.555555555556
Sebastiania_bilocularis,218.5625
Searsia_undulata,159.592592592593
Searsia_transvaalensis,186.058823529412
Searsia_pyroides,171.461538461538
Searsia_pentheri,187.375
Searsia_pendulina,175.225806451613
Searsia_magalismontana,163.071428571429
Searsia_lucida,162.555555555556
Searsia_leptodictya,183.222222222222
Searsia_gueinzii,216.8
Searsia_chirindensis,175.666666666667
Scyphostegia_borneensis,226.571428571429
Scyphonychium_multiflorum,241.705882352941
Scutia_buxifolia,176.954545454545
Scorpiurus_vermiculatus,162.827586206897
Scorpiurus_muricatus,160.666666666667
Scorodophloeus_zenkeri,243
Scopellaria_marginata,243.204545454545
Scolopia_zeyheri,180.826086956522
Scolopia_spinosa,254.5
Scolopia_saeva,231.5625
Scolopia_mundii,156.9375
Scoliaxon_mexicanus,187.666666666667
Scleronema_micranthum,266.555555555556
Sclerolinon_digynum,96.1111111111111
Sclerocroton_cornutus,239.442307692308
Sclerocarya_birrea,265.693333333333
Schwackaea_cupheoides,240
Schouwia_purpurea,270.636363636364
Schoutenia_ovata,267.583333333333
Schoutenia_glomerata,270
Schotia_latifolia,171.479166666667
Schotia_capitata,223.823529411765
Schotia_brachypetala,200.2
Schotia_afra,175.404255319149
Scholtzia_teretifolia,187.0625
Scholtzia_involucrata,188.075
Scholtzia_capitata,196.217391304348
Schmardaea_microphylla,217.642857142857
Schleinitzia_novo-guineensis,258.444444444444
Schleichera_oleosa,257.052631578947
Schlechterina_mitostemmatoides,247.714285714286
Schizopetalon_tenuifolium,151.555555555556
Schizopetalon_rupestre,57.5384615384615
Schizopetalon_maritimum,143.333333333333
Schizopetalon_brachycarpum,69
Schizopetalon_biseriatum,162.555555555556
Schizopetalon_bipinnatifidum,74
Schizopetalon_arcuatum,164.222222222222
Schizopepon_bryoniifolius,67.5897435897436
Schizomeria_serrata,243.5
Schizolobium_parahyba,237.221052631579
Schizolobium_amazonicum,250.931034482759
Schizocarpum_reflexum,248.333333333333
Schizocarpum_palmeri,249.975
Schizocarpum_filiforme,195.416666666667
Schivereckia_podolica,31.0357142857143
Schivereckia_doerfleri,97.6666666666667
Schistostemon_retusum,255.4
Schistocarpaea_johnsonii,212.318181818182
Schinziophyton_rautanenii,218.787878787879
Schinus_terebinthifolia,206.305
Schinus_patagonicus,74.625
Schinus_molle,169.535269709544
Schinus_areira,167.723076923077
Schinopsis_marginata,179.444444444444
Schinopsis_brasiliensis,233.220588235294
Schinopsis_balansae,230.028571428571
Schimpera_arabica,205.764705882353
Schefflerodendron_usambarense,233
Schaefferia_stenophylla,179.666666666667
Schaefferia_shrevei,201.4
Schaefferia_pilosa,204.8
Schaefferia_frutescens,248.823529411765
Schaefferia_cuneifolia,219.5
Schaefferia_argentinensis,198.363636363636
Scaphium_scaphigerum,250.888888888889
Scaphium_affine,265.625
Scambopus_curvipes,180.333333333333
Scagea_oligostemon,218.076923076923
Savignya_parviflora,221.409090909091
Savia_sessiliflora,247.035714285714
Savia_dictyocarpa,217.727272727273
Savia_bahamensis,249.222222222222
Sauvagesia_pulchella,239.666666666667
Sauvagesia_erecta,236.203592814371
Sauvagesia_calophylla,256.333333333333
Sauvagesia_africana,236.875
Sauropus_villosus,254
Sauropus_trachyspermus,223.236842105263
Sauropus_sphenophyllus,256.484848484848
Sauropus_rimophilus,272.210526315789
Sauropus_rigidulus,269.833333333333
Sauropus_rigens,210.354838709677
Sauropus_rhamnoides,230.333333333333
Sauropus_ramosissimus,204.487179487179
Sauropus_quadrangularis,241.857142857143
Sauropus_podenzanae,260
Sauropus_kerrii,266.333333333333
Sauropus_hirtellus,191.909090909091
Sauropus_hirsutus,267.428571428571
Sauropus_glaucus,270.818181818182
Sauropus_garrettii,200.8
Sauropus_elachophyllus,243.309523809524
Sauropus_dunlopii,267
Sauropus_ditassoides,271.222222222222
Sauropus_discocalyx,279
Sauropus_brunonis,270.391304347826
Sauropus_bacciformis,254.666666666667
Sauropus_arenosus,250.888888888889
Sauropus_androgynus,219.583333333333
Sauropus_albiflorus,205.535714285714
Sarcotoechia_villosa,237.04
Sarcotoechia_serrata,207.909090909091
Sarcotoechia_lanceolata,207.15625
Sarcotoechia_cuneata,207.142857142857
Sarcopteryx_reticulata,231.382352941176
Sarcopteryx_martyana,224.076923076923
Sarcopoterium_spinosum,176.935779816514
Sarcomelicope_simplicifolia,179.402173913043
Sarcolaena_oblongifolia,177.6
Sarcolaena_multiflora,231.368421052632
Sarcodraba_karraikensis,85.8
Sarcocaulon_vanderietiae,180.666666666667
Sarcocaulon_mossamedense,194.888888888889
Saraca_palembanica,229
Saraca_indica,245.133333333333
Saraca_dives,216.52380952381
Saraca_declinata,253.375
Sapria_himalayana,228.375
Sapium_macrocarpum,238.07
Sapium_laurocerasus,212.615384615385
Sapium_japonicum,126.692307692308
Sapium_glandulosum,219.095808383234
Sapindus_trifoliatus,249
Sapindus_saponaria,210.214574898785
Sapindus_mukorossi,184.939655172414
Sapindus_emarginatus,267.75
Santiria_trimera,246.140845070423
Santiria_griffithii,264.159090909091
Santiria_apiculata,251.380952380952
Sannantha_tozerensis,231.8
Sannantha_angusta,188.275
Sanguisorba_tenuifolia,53.1428571428571
Sanguisorba_stipulata,16.9782608695652
Sanguisorba_sitchensis,26.0851063829787
Sanguisorba_officinalis,77.4076433121019
Sanguisorba_obtusa,69.4
Sanguisorba_minor,93.5919540229885
Sanguisorba_hakusanensis,44.8
Sanguisorba_filiformis,78.5675675675676
Sanguisorba_canadensis,33.9127516778523
Sanguisorba_annua,82.7777777777778
Sanguisorba_ancistroides,162
Sanguisorba_albiflora,54.0588235294118
Sandwithia_guyanensis,258.333333333333
Sandoricum_koetjape,258.148148148148
Sandbergia_whitedii,79.4210526315789
Sandbergia_perplexa,31
Samyda_dodecandra,238.357142857143
Sameraria_elegans,135.8
Sameraria_armena,110.923076923077
Samanea_tubulosa,246.157894736842
Samanea_saman,251.5
Samadera_indica,257.6
Samadera_bidwillii,211.631578947368
Samadera_baileyana,226.171428571429
Salweenia_wardii,62
Salvertia_convallariodora,241.035714285714
Salvadora_persica,254.377049180328
Salvadora_australis,211.04347826087
Salvadora_angustifolia,245.6875
Saltera_sarcocolla,155.681818181818
Salpinga_secunda,256.847826086957
Salpinga_maranonensis,217.305555555556
Salix_wolfii,14
Salix_wilhelmsiana,92.12
Salix_viminalis,75.95
Salix_vestita,-17.2549019607843
Salix_urbaniana,60.3333333333333
Salix_udensis,89.3392857142857
Salix_turczaninowii,-66.6190476190476
Salix_tschuktschorum,-121.571428571429
Salix_triandra,57.9430894308943
Salix_tetrasperma,197.21568627451
Salix_taxifolia,206.40157480315
Salix_taraikensis,-10.0625
Salix_subfragilis,133.357142857143
Salix_sphenophylla,8
Salix_siuzevii,18.3571428571429
Salix_serissima,25.008
Salix_schwerinii,21.28125
Salix_saxatilis,-91.7307692307692
Salix_sachalinensis,108.118644067797
Salix_rosmarinifolia,52.3309352517986
Salix_rorida,1.2
Salix_richardsonii,-89.2764705882353
Salix_rhamnifolia,-57.725
Salix_reticulata,-8.75294117647059
Salix_reptans,-125.823529411765
Salix_repens,63.1981566820277
Salix_reinii,58.6153846153846
Salix_recurvigemmis,-95.84375
Salix_pyrolifolia,-36.4736842105263
Salix_pycnostachya,47.4117647058824
Salix_purpurea,80.0236966824645
Salix_pulchra,-52.3908045977011
Salix_pseudopentandra,-41.1186440677966
Salix_pseudomyrsinites,-16.5116279069767
Salix_polaris,-29.5418719211823
Salix_planifolia,-21.2831050228311
Salix_pierotii,127.148936170213
Salix_phlebophylla,-85.6642335766423
Salix_pentandra,46.3701067615658
Salix_pellita,4.06603773584906
Salix_pedicellata,157.929824561404
Salix_pedicellaris,20.2870813397129
Salix_paraplesia,81.3181818181818
Salix_parallelinervis,-28.4285714285714
Salix_nummularia,-100.875
Salix_nipponica,35.9090909090909
Salix_nigra,150.313868613139
Salix_myrtilloides,4.54651162790698
Salix_myrtillifolia,-32.0193548387097
Salix_mucronata,173.025641025641
Salix_moupinensis,165.2
Salix_miyabeana,84.5081967213115
Salix_melanopsis,94.0759493670886
Salix_magnifica,140.3
Salix_maccalliana,-2.88235294117647
Salix_lucida,64.9218106995885
Salix_lanata,0.467432950191571
Salix_laevigata,148.914163090129
Salix_krylovii,-88.42
Salix_khokhriakovii,-94
Salix_kangensis,64.2
Salix_jurtzevii,-117.25
Salix_interior,84.2017937219731
Salix_integra,110.8
Salix_humboldtiana,211.465240641711
Salix_hukaoana,92
Salix_heteromera,159.25
Salix_herbacea,3.0974358974359
Salix_helvetica,18.8076923076923
Salix_hastata,8.38636363636364
Salix_gracilistyla,115.822429906542
Salix_glauca,-2.38947368421053
Salix_fuscescens,-60.7428571428571
Salix_fragilis,80.1467889908257
Salix_floridana,195
Salix_exigua,125.111607142857
Salix_excelsa,107.052631578947
Salix_erythrocarpa,-55.5
Salix_eriocephala,82.0742358078603
Salix_elbursensis,67.2857142857143
Salix_dshugdshurica,-95.1666666666667
Salix_discolor,71.3061224489796
Salix_cordata,50.1555555555556
Salix_clathrata,104.6
Salix_cinerea,65.2264957264957
Salix_chamissonis,-108.95652173913
Salix_chaenomeloides,142.934426229508
Salix_cavaleriei,160.947368421053
Salix_caspica,74.5
Salix_cardiophylla,33.462962962963
Salix_caprea,61.184331797235
Salix_candida,21.5870646766169
Salix_calcicola,-64.4117647058823
Salix_brachypoda,-19.9807692307692
Salix_brachycarpa,-3.00662251655629
Salix_boganidensis,-132.041666666667
Salix_berberifolia,-87.3684210526316
Salix_bebbiana,33.8172588832487
Salix_babylonica,95.2444444444444
Salix_aurita,57.6351931330472
Salix_atrocinerea,92.7631578947368
Salix_athabascensis,-24
Salix_arctophila,-76.4074074074074
Salix_arctica,-74.32
Salix_arbusculoides,-55.7350993377483
Salix_amygdaloides,85.1404958677686
Salix_alaxensis,-55.0869565217391
Salix_aegyptiaca,106.44
Salix_acmophylla,198.925925925926
Salix_abscondita,-26.7666666666667
Salaciopsis_glomerata,211
Salacia_sessiliflora,193.428571428571
Salacia_petenensis,217.416666666667
Salacia_pallescens,268.206896551724
Salacia_lehmbachii,245.838709677419
Salacia_krigsneri,240.666666666667
Salacia_kraussii,217.222222222222
Salacia_impressifolia,252.111111111111
Salacia_grandifolia,220.392857142857
Salacia_chinensis,261.985074626866
Sagotia_racemosa,261.421052631579
Sageretia_thea,182.346153846154
Sacoglottis_gabonensis,259.09375
Rzedowskia_tolantonguensis,184.2
Rytidostylis_ciliata,226.615384615385
Rytidocarpus_moricandioides,162.571428571429
Ryssopterys_timoriensis,241.277777777778
Ryssopterys_tiliifolia,253.882352941176
Ryparosa_javanica,250.673913043478
Ruthalicia_longipes,250.878048780488
Ruthalicia_eglandulosa,257.157894736842
Ruta_pinnata,155.076923076923
Ruta_oreojasme,183.666666666667
Ruta_montana,140.982142857143
Ruta_microcarpa,160
Ruta_graveolens,106.56862745098
Ruta_corsica,93.1304347826087
Ruta_chalepensis,167.873417721519
Ruta_angustifolia,154.779816513761
Ruptiliocarpon_caracolito,243.52
Rupertia_rigida,109.733333333333
Rupertia_physodes,122.984848484848
Ruizterania_cassiquiarensis,266.714285714286
Ruizterania_albiflora,265.0625
Ruizia_cordata,207.6
Rubus_yiwuanus,96.6666666666667
Rubus_wallichianus,144.47619047619
Rubus_vigorosus,91.969696969697
Rubus_urticifolius,187.910714285714
Rubus_ursinus,131.053846153846
Rubus_ulmifolius,131.11214953271
Rubus_tsangii,182.538461538462
Rubus_trivialis,190.227777777778
Rubus_trilobus,144
Rubus_trifidus,153.0625
Rubus_tricolor,90.4838709677419
Rubus_trianthus,147.105263157895
Rubus_treutleri,152.6
Rubus_tephrodes,162.354166666667
Rubus_swinhoei,171.483870967742
Rubus_sumatranus,168.219512195122
Rubus_sulcatus,82.2321428571429
Rubus_subtibetanus,123.714285714286
Rubus_subinopertus,174.5
Rubus_stans,95.4705882352941
Rubus_spectabilis,95.7846889952153
Rubus_setosus,75.9047619047619
Rubus_setchuenensis,144.983050847458
Rubus_saxatilis,44.8515283842795
Rubus_sapidus,176.111111111111
Rubus_rufus,171.566666666667
Rubus_rosifolius,185.181818181818
Rubus_roseus,136.260869565217
Rubus_ribisoideus,163.322580645161
Rubus_repens,43.7692307692308
Rubus_pungens,99.3888888888889
Rubus_pubescens,54.3187250996016
Rubus_praecox,91.7547169811321
Rubus_pluribracteatus,172.769230769231
Rubus_plicatus,74.1907216494845
Rubus_pirifolius,186.933333333333
Rubus_pinnatisepalus,186.21875
Rubus_phoenicolasius,115.447204968944
Rubus_pentagonus,127
Rubus_pensilvanicus,119.238709677419
Rubus_pedemontanus,76.0597014925373
Rubus_pedatus,41.1085271317829
Rubus_pectinellus,110.952380952381
Rubus_pectinarioides,79
Rubus_parvus,103.5
Rubus_parvifolius,145.992
Rubus_parviflorus,100.464
Rubus_parkeri,146.272727272727
Rubus_palmatus,115.69298245614
Rubus_odoratus,73.4979591836735
Rubus_occidentalis,92.7127272727273
Rubus_nubigenus,113.548387096774
Rubus_niveus,139.821428571429
Rubus_nivalis,72.7272727272727
Rubus_nessensis,65.92
Rubus_neomexicanus,104.938775510204
Rubus_moorei,162.578947368421
Rubus_mesogaeus,89.5416666666667
Rubus_macraei,169.25
Rubus_macilentus,139.75
Rubus_lineatus,153.48
Rubus_leucodermis,90.9757281553398
Rubus_lasiostylus,127.75
Rubus_lasiococcus,51.7368421052632
Rubus_lambertianus,158.540540540541
Rubus_irenaeus,172.054054054054
Rubus_inopertus,134.659090909091
Rubus_innominatus,167
Rubus_illecebrosus,105.052631578947
Rubus_idaeus,56.4433497536946
Rubus_idaeopsis,161.2
Rubus_ichangensis,148.269230769231
Rubus_hunanensis,171.615384615385
Rubus_humulifolius,-19.875
Rubus_hoffmeisterianus,82.4615384615385
Rubus_hochstetterorum,143.858407079646
Rubus_hispidus,82.5874439461883
Rubus_hirsutus,138.285714285714
Rubus_hawaiensis,134.344827586207
Rubus_glaucus,153.09375
Rubus_glabratus,76.7333333333333
Rubus_geoides,57.9523809523809
Rubus_fockeanus,103.290322580645
Rubus_flagellaris,121.485576923077
Rubus_faberi,187
Rubus_eustephanos,143.5
Rubus_ellipticus,170.145833333333
Rubus_divaricatus,89.8433734939759
Rubus_deliciosus,53.24
Rubus_cuneifolius,175.972972972973
Rubus_croceacanthus,174.878787878788
Rubus_crataegifolius,107.539130434783
Rubus_coreanus,138.259259259259
Rubus_corchorifolius,155.204545454545
Rubus_cochinchinensis,84.3
Rubus_chingii,166.789473684211
Rubus_chamaemorus,31.2785388127854
Rubus_caudifolius,166
Rubus_caucasicus,91.1666666666667
Rubus_canescens,110.060606060606
Rubus_canadensis,60.3697478991597
Rubus_calycinus,154.857142857143
Rubus_caesius,79.1005586592179
Rubus_buergeri,145.581196581197
Rubus_bifrons,96.4900662251656
Rubus_biflorus,115.771428571429
Rubus_assamensis,153.36170212766
Rubus_arizonensis,150.684210526316
Rubus_argutus,162.166666666667
Rubus_arcticus,7.26178010471204
Rubus_amphidasys,175.538461538462
Rubus_amabilis,100.52380952381
Rubus_alpinus,163.2
Rubus_allegheniensis,92.0176991150443
Rubus_alexeterius,115.333333333333
Rubus_acaulis,-29.0077519379845
Ruagea_pubescens,161.833333333333
Rourea_minor,251.307692307692
Rourea_glabra,253.448818897638
Roucheria_schomburgkii,254.333333333333
Roucheria_monsalveae,260.4
Roucheria_calophylla,267.214285714286
Rothia_hirsuta,252.3
Rotala_rotundifolia,192.631578947368
Rotala_ramosior,175.717948717949
Rotala_indica,150.697247706422
Rosa_xanthina,100
Rosa_woodsii,67.3138075313807
Rosa_willmottiae,77.5238095238095
Rosa_virginiana,81.5645933014354
Rosa_villosa,59.5201793721973
Rosa_transmorrisonensis,102.913043478261
Rosa_tomentosa,94.2456140350877
Rosa_subcollina,65.3478260869565
Rosa_subcanina,59.0208333333333
Rosa_stylosa,108.790322580645
Rosa_stellata,118.09375
Rosa_spinosissima,75.5436893203884
Rosa_soulieana,96.4285714285714
Rosa_sikangensis,100.8
Rosa_sicula,95.5
Rosa_sherardii,74.4590163934426
Rosa_setigera,123.185840707965
Rosa_sertata,126.30303030303
Rosa_sericea,105.9375
Rosa_sempervirens,140.369369369369
Rosa_sambucina,142.157894736842
Rosa_rugosa,73.8317757009346
Rosa_rubus,155.8
Rosa_roxburghii,159.25
Rosa_pseudoscabriuscula,82.65625
Rosa_primula,104
Rosa_platyacantha,60.2
Rosa_phoenicia,187.775
Rosa_persica,118
Rosa_persetosa,131.4
Rosa_pendulina,59.6938775510204
Rosa_palustris,104.10407239819
Rosa_omeiensis,96.9090909090909
Rosa_odorata,150.210526315789
Rosa_obtusifolia,109.6
Rosa_nitida,54.2769230769231
Rosa_nipponensis,51.304347826087
Rosa_multiflora,113.406504065041
Rosa_multibracteata,72.8571428571429
Rosa_moyesii,103.5
Rosa_moschata,105.230769230769
Rosa_montana,54.0833333333333
Rosa_mollis,59.121359223301
Rosa_micrantha,103.769841269841
Rosa_maximowicziana,91.7826086956522
Rosa_marginata,90.5416666666667
Rosa_majalis,47.2692307692308
Rosa_mairei,120.590909090909
Rosa_macrophylla,98.6444444444444
Rosa_longicuspis,145.884615384615
Rosa_lichiangensis,148
Rosa_laxa,60
Rosa_laevigata,178.46875
Rosa_hirtula,94.2
Rosa_henryi,161.111111111111
Rosa_helenae,134.916666666667
Rosa_glauca,60.05
Rosa_gallica,88.5360824742268
Rosa_foliolosa,172.862068965517
Rosa_foetida,96.4516129032258
Rosa_ecae,92.6285714285714
Rosa_davurica,19.8620689655172
Rosa_davidii,104.928571428571
Rosa_cymosa,170.571428571429
Rosa_corymbifera,89.1836734693878
Rosa_clinophylla,233
Rosa_chinensis,155.133333333333
Rosa_caudata,159.5
Rosa_carolina,101.781512605042
Rosa_canina,86.2
Rosa_californica,145.756554307116
Rosa_caesia,63.3090909090909
Rosa_brunonii,117.076923076923
Rosa_blanda,57.7107843137255
Rosa_bella,81.4444444444444
Rosa_beggeriana,65.4
Rosa_banksiae,157.789473684211
Rosa_arvensis,89.0087719298246
Rosa_arkansana,80.9009900990099
Rosa_agrestis,117.363636363636
Rosa_acicularis,5.79255319148936
Rosa_abyssinica,147.833333333333
Rosa_abietina,67.65625
Rorippa_sylvestris,75.9675675675676
Rorippa_palustris,59.5778894472362
Rorippa_laciniata,160.084033613445
Rorippa_islandica,60.2258064516129
Rorippa_indica,139.972727272727
Rorippa_divaricata,108
Rorippa_cantoniensis,167.102564102564
Rorippa_amphibia,86.3398692810458
Romanschulzia_costaricensis,145
Romanschulzia_arabiformis,108
Romanoa_tamnoides,232.846153846154
Rockinghamia_brevipes,201.944444444444
Robynsiophyton_vanderystii,228.25
Robsonodendron_maritimum,169.5
Robsonodendron_eucleiforme,172.5
Robinsonella_lindeniana,223.458333333333
Robinia_viscosa,94.16
Robinia_pseudoacacia,116.310606060606
Robinia_neomexicana,100.394366197183
Robinia_hispida,118.657142857143
Robeschia_schimperi,128.25
Ritchiea_capparoides,270.285714285714
Ristantia_gouldii,219.6
Rinzia_fumana,154.866666666667
Rinzia_dimorphandra,166.466666666667
Rinoreocarpus_ulei,254.678571428571
Rinorea_zenkeri,237.142857142857
Rinorea_virgata,249.45
Rinorea_sylvatica,259.510638297872
Rinorea_subintegrifolia,257.484848484848
Rinorea_squamata,251.075471698113
Rinorea_neglecta,260.352941176471
Rinorea_liberica,255.75
Rinorea_lanceolata,256.473684210526
Rinorea_ilicifolia,244.229166666667
Rinorea_hummelii,246.084033613445
Rinorea_elliptica,252.166666666667
Rinorea_dentata,246.785714285714
Rinorea_deflexiflora,242.888888888889
Rinorea_crenata,252.756097560976
Rinorea_convallarioides,212.035714285714
Rinorea_breviracemosa,259.833333333333
Rinorea_bengalensis,241.333333333333
Rinorea_arborea,235.28813559322
Rinorea_apiculata,234.818181818182
Rinorea_angustifolia,233.509803921569
Riedeliella_graciliflora,239.867924528302
Ricotia_lunaria,193.22
Ricotia_cretica,165.68
Ricinus_communis,196.2
Ricinodendron_heudelotii,252.406976744186
Ricinocarpos_pinifolius,170.29702970297
Richeriella_gracilis,263.666666666667
Richeria_grandis,230.742857142857
Rhysotoechia_robertsonii,231.53125
Rhysotoechia_mortoniana,217
Rhynchotropis_marginata,203
Rhynchotheca_spinosa,133
Rhynchosia_volubilis,176.59649122807
Rhynchosia_reticulata,239.779816513761
Rhynchosia_minima,246.857142857143
Rhynchosia_edulis,219.627450980392
Rhynchosia_clivorum,176.037735849057
Rhynchosia_capensis,160.448275862069
Rhynchophora_phillipsonii,240.363636363636
Rhynchophora_humbertii,224.8
Rhyncholacis_applanata,249
Rhynchocalyx_lawsonioides,183.636363636364
Rhus_virens,177.393617021277
Rhus_typhina,81.7911646586345
Rhus_thouarsii,220.85
Rhus_taitensis,262.764705882353
Rhus_microphylla,167.751295336788
Rhus_hypoleuca,189.083333333333
Rhus_copallina,155.71098265896
Rhus_chinensis,147.125
Rhus_aromatica,147.236
Rhopalocarpus_lucidus,239.195652173913
Rhoiptelea_chiliantha,169.952380952381
Rhoicissus_tridentata,184.99
Rhoicissus_tomentosa,186.380952380952
Rhoicissus_revoilii,227.862068965517
Rhodotypos_scandens,108.511363636364
Rhodopis_planisiliqua,226.294117647059
Rhodomyrtus_tomentosa,224.761904761905
Rhodomyrtus_macrocarpa,244.121212121212
Rhodognaphalon_schumannianum,248.4
Rhodamnia_whiteana,156.44
Rhodamnia_blairiana,210.969696969697
Rhodamnia_argentea,183.27027027027
Rhizophora_stylosa,258.291139240506
Rhizophora_samoensis,234.666666666667
Rhizophora_racemosa,267.790697674419
Rhizophora_mucronata,253.25
Rhizophora_mangle,247.247126436782
Rhizophora_apiculata,262.025
Rhizobotrya_alpina,0.333333333333333
Rhizanthes_lowii,233.166666666667
Rhexia_virginica,118.271844660194
Rhexia_salicifolia,192.466666666667
Rhexia_petiolata,191.060606060606
Rhexia_parviflora,193
Rhexia_nuttallii,212.98275862069
Rhexia_nashii,189.333333333333
Rhexia_mariana,177.513636363636
Rhexia_lutea,189.030303030303
Rhexia_cubensis,207.333333333333
Rhexia_aristosa,167
Rhexia_alifanus,188.71875
Rhaphiolepis_umbellata,170.230769230769
Rhaphiolepis_indica,183.433962264151
Rhamnus_yoshinoi,83.3125
Rhamnus_utilis,148.657894736842
Rhamnus_ussuriensis,40.2666666666667
Rhamnus_taquetii,97.125
Rhamnus_staddo,180.12
Rhamnus_saxatilis,112.434782608696
Rhamnus_prinoides,160.652173913043
Rhamnus_parvifolia,111.339622641509
Rhamnus_lycioides,158.222222222222
Rhamnus_lanceolata,128.821428571429
Rhamnus_glandulosa,151.473684210526
Rhamnus_esquirolii,158.611111111111
Rhamnus_davurica,130.5
Rhamnus_crocea,158.755102040816
Rhamnus_crenulata,173.828571428571
Rhamnus_cathartica,73.6219512195122
Rhamnus_alaternus,143.5625
Rhamnidium_elaeocarpum,238.325581395349
Rhamnella_franguloides,131.461538461538
Rhammatophyllum_ghoranum,11.5
Rhammatophyllum_afghanicum,11
Rhadinothamnus_rudis,160.777777777778
Rhadinothamnus_euphemiae,161.933333333333
Rhadinothamnus_anceps,161.578947368421
Reynosia_uncinata,260.7
Reverchonia_arenaria,144.526315789474
Retanilla_trinervia,141.807692307692
Retama_sphaerocarpa,154.911290322581
Retama_raetam,203.212121212121
Retama_monosperma,171.93023255814
Reseda_viridis,237.333333333333
Reseda_virgata,108.967741935484
Reseda_villosa,226
Reseda_urnigera,218.631578947368
Reseda_undata,146.028037383178
Reseda_tymphaea,135.421052631579
Reseda_suffruticosa,132.941176470588
Reseda_stricta,142.128712871287
Reseda_stenostachya,211.613636363636
Reseda_sphenocleoides,233.571428571429
Reseda_scoparia,178.6
Reseda_phyteuma,134.65873015873
Reseda_paui,150.103448275862
Reseda_orientalis,198.777777777778
Reseda_odorata,71.9494949494949
Reseda_muricata,204
Reseda_microcarpa,119.2
Reseda_media,153.46511627907
Reseda_luteola,87.7518796992481
Reseda_lutea,93.668449197861
Reseda_lanceolata,153.657142857143
Reseda_jacquinii,104.262295081967
Reseda_inodora,103.714285714286
Reseda_gredensis,81.8823529411765
Reseda_glauca,59.1739130434783
Reseda_ellenbeckii,237.666666666667
Reseda_elata,147.333333333333
Reseda_decursiva,199.885714285714
Reseda_crystallina,190.72
Reseda_complicata,62.9677419354839
Reseda_barrelieri,125.785046728972
Reseda_aucheri,203.090909090909
Reseda_attenuata,106.888888888889
Reseda_arabica,216.205882352941
Reseda_amblyocarpa,269.285714285714
Reseda_alphonsii,204.666666666667
Reseda_alopecuros,201.757575757576
Reseda_alba,122.377952755906
Reissekia_smilacina,223.647058823529
Reissantia_parviflora,216.875
Reissantia_buchananii,224.722222222222
Reissantia_angustipetala,246.3125
Reinwardtiodendron_kinabaluense,223.5
Reinwardtia_indica,177.848484848485
Reevesia_thyrsoidea,213
Reevesia_longipetiolata,242.2
Recordoxylon_speciosum,259.166666666667
Recchia_mexicana,265.666666666667
Rayleya_bahiensis,241.666666666667
Ravenia_rosea,252.2
Ravenia_infelix,239.833333333333
Rapistrum_rugosum,180.765714285714
Rapistrum_perenne,88.7058823529412
Raphidiocystis_phyllocalyx,203.214285714286
Raphidiocystis_caillei,242.5
Raphanus_sativus,146.460869565217
Raphanus_raphanistrum,81.8543689320388
Randonia_africana,248.733333333333
Ramorinoa_girolae,168.428571428571
Ramirezella_strobilophora,227.965517241379
Ramirezella_nitida,225.857142857143
Ramirezella_micrantha,205.5
Ramirezella_crassa,221
Rafnia_vlokii,153.444444444444
Rafnia_spicata,137
Rafnia_schlechteriana,154.2
Rafnia_rostrata,120.928571428571
Rafnia_racemosa,153.055555555556
Rafnia_perfoliata,154.071428571429
Rafnia_ovata,151.272727272727
Rafnia_globosa,112
Rafnia_elliptica,161.138888888889
Rafnia_diffusa,172.272727272727
Rafnia_crassifolia,162
Rafnia_capensis,149.9
Rafnia_angulata,156.035714285714
Rafnia_amplexicaulis,160.296296296296
Rafnia_alata,137.2
Rafnia_acuminata,155
Rafflesia_zollingeriana,258
Rafflesia_patma,262
Rafflesia_micropylora,187
Rafflesia_kerrii,274
Rafflesia_arnoldii,161.5
Raffenaldia_primuloides,119.5
